country,league,match_season,team,game_played,points,won,draw,lost,goals_scored,goals_conceded,goals_difference
Scotland,Scotland Premier League,2011/2012,Celtic,38,93,30,3,5,84,21,63
Scotland,Scotland Premier League,2011/2012,Rangers,38,83,26,5,7,77,28,49
Scotland,Scotland Premier League,2011/2012,Motherwell,38,62,18,8,12,49,44,5
Scotland,Scotland Premier League,2011/2012,Dundee United,38,59,16,11,11,62,50,12
Scotland,Scotland Premier League,2011/2012,Heart of Midlothian,38,52,15,7,16,45,43,2
Scotland,Scotland Premier League,2011/2012,St. Johnstone FC,38,50,14,8,16,43,50,-7
Scotland,Scotland Premier League,2011/2012,Kilmarnock,38,47,11,14,13,44,61,-17
Scotland,Scotland Premier League,2011/2012,St. Mirren,38,43,9,16,13,39,51,-12
Scotland,Scotland Premier League,2011/2012,Aberdeen,38,41,9,14,15,36,44,-8
Scotland,Scotland Premier League,2011/2012,Inverness Caledonian Thistle,38,39,10,9,19,42,60,-18
Scotland,Scotland Premier League,2011/2012,Hibernian,38,33,8,9,21,40,67,-27
Scotland,Scotland Premier League,2011/2012,Dunfermline Athletic,38,25,5,10,23,40,82,-42
Scotland,Scotland Premier League,2010/2011,Rangers,38,93,30,3,5,88,29,59
Scotland,Scotland Premier League,2010/2011,Celtic,38,92,29,5,4,85,22,63
Scotland,Scotland Premier League,2010/2011,Heart of Midlothian,38,63,18,9,11,53,45,8
Scotland,Scotland Premier League,2010/2011,Dundee United,38,61,17,10,11,55,50,5
Scotland,Scotland Premier League,2010/2011,Inverness Caledonian Thistle,38,53,14,11,13,52,44,8
Scotland,Scotland Premier League,2010/2011,Kilmarnock,38,49,13,10,15,53,55,-2
Scotland,Scotland Premier League,2010/2011,Motherwell,38,46,13,7,18,40,60,-20
Scotland,Scotland Premier League,2010/2011,St. Johnstone FC,38,44,11,11,16,23,43,-20
Scotland,Scotland Premier League,2010/2011,Aberdeen,38,38,11,5,22,39,59,-20
Scotland,Scotland Premier League,2010/2011,Hibernian,38,37,10,7,21,39,61,-22
Scotland,Scotland Premier League,2010/2011,St. Mirren,38,33,8,9,21,33,57,-24
Scotland,Scotland Premier League,2010/2011,Hamilton Academical FC,38,26,5,11,22,24,59,-35
Scotland,Scotland Premier League,2009/2010,Rangers,38,87,26,9,3,82,28,54
Scotland,Scotland Premier League,2009/2010,Celtic,38,81,25,6,7,75,39,36
Scotland,Scotland Premier League,2009/2010,Dundee United,38,63,17,12,9,55,47,8
Scotland,Scotland Premier League,2009/2010,Hibernian,38,54,15,9,14,58,55,3
Scotland,Scotland Premier League,2009/2010,Motherwell,38,53,13,14,11,52,54,-2
Scotland,Scotland Premier League,2009/2010,Hamilton Academical FC,38,49,13,10,15,39,46,-7
Scotland,Scotland Premier League,2009/2010,Heart of Midlothian,38,48,13,9,16,35,46,-11
Scotland,Scotland Premier League,2009/2010,St. Johnstone FC,38,47,12,11,15,57,61,-4
Scotland,Scotland Premier League,2009/2010,Aberdeen,38,41,10,11,17,36,52,-16
Scotland,Scotland Premier League,2009/2010,St. Mirren,38,34,7,13,18,36,49,-13
Scotland,Scotland Premier League,2009/2010,Kilmarnock,38,33,8,9,21,29,51,-22
Scotland,Scotland Premier League,2009/2010,Falkirk,38,31,6,13,19,31,57,-26
Scotland,Scotland Premier League,2008/2009,Rangers,38,86,26,8,4,77,28,49
Scotland,Scotland Premier League,2008/2009,Celtic,38,82,24,10,4,80,33,47
Scotland,Scotland Premier League,2008/2009,Heart of Midlothian,38,59,16,11,11,40,37,3
Scotland,Scotland Premier League,2008/2009,Aberdeen,38,53,14,11,13,41,40,1
Scotland,Scotland Premier League,2008/2009,Dundee United,38,53,13,14,11,47,50,-3
Scotland,Scotland Premier League,2008/2009,Motherwell,38,48,13,9,16,46,51,-5
Scotland,Scotland Premier League,2008/2009,Hibernian,38,47,11,14,13,42,46,-4
Scotland,Scotland Premier League,2008/2009,Kilmarnock,38,44,12,8,18,38,48,-10
Scotland,Scotland Premier League,2008/2009,Hamilton Academical FC,38,41,12,5,21,30,53,-23
Scotland,Scotland Premier League,2008/2009,Falkirk,38,38,9,11,18,37,52,-15
Scotland,Scotland Premier League,2008/2009,St. Mirren,38,37,9,10,19,33,52,-19
Scotland,Scotland Premier League,2008/2009,Inverness Caledonian Thistle,38,37,10,7,21,37,58,-21
Spain,Spain LIGA BBVA,2015/2016,FC Barcelona,38,91,29,4,5,112,29,83
Spain,Spain LIGA BBVA,2015/2016,Real Madrid CF,38,90,28,6,4,110,34,76
Spain,Spain LIGA BBVA,2015/2016,Atlético Madrid,38,88,28,4,6,63,18,45
Spain,Spain LIGA BBVA,2015/2016,Villarreal CF,38,64,18,10,10,44,35,9
Spain,Spain LIGA BBVA,2015/2016,Athletic Club de Bilbao,38,62,18,8,12,58,45,13
Spain,Spain LIGA BBVA,2015/2016,RC Celta de Vigo,38,60,17,9,12,51,59,-8
Spain,Spain LIGA BBVA,2015/2016,Sevilla FC,38,52,14,10,14,51,50,1
Spain,Spain LIGA BBVA,2015/2016,Málaga CF,38,48,12,12,14,38,35,3
Spain,Spain LIGA BBVA,2015/2016,Real Sociedad,38,48,13,9,16,45,48,-3
Spain,Spain LIGA BBVA,2015/2016,Real Betis Balompié,38,45,11,12,15,34,52,-18
Spain,Spain LIGA BBVA,2015/2016,Valencia CF,38,44,11,11,16,46,48,-2
Spain,Spain LIGA BBVA,2015/2016,UD Las Palmas,38,44,12,8,18,45,53,-8
Spain,Spain LIGA BBVA,2015/2016,SD Eibar,38,43,11,10,17,49,61,-12
Spain,Spain LIGA BBVA,2015/2016,RCD Espanyol,38,43,12,7,19,40,74,-34
Spain,Spain LIGA BBVA,2015/2016,RC Deportivo de La Coruña,38,42,8,18,12,45,61,-16
Spain,Spain LIGA BBVA,2015/2016,Real Sporting de Gijón,38,39,10,9,19,40,62,-22
Spain,Spain LIGA BBVA,2015/2016,Granada CF,38,39,10,9,19,46,69,-23
Spain,Spain LIGA BBVA,2015/2016,Rayo Vallecano,38,38,9,11,18,52,73,-21
Spain,Spain LIGA BBVA,2015/2016,Getafe CF,38,36,9,9,20,37,67,-30
Spain,Spain LIGA BBVA,2015/2016,Levante UD,38,32,8,8,22,37,70,-33
Spain,Spain LIGA BBVA,2014/2015,FC Barcelona,38,94,30,4,4,110,21,89
Spain,Spain LIGA BBVA,2014/2015,Real Madrid CF,38,92,30,2,6,118,38,80
Spain,Spain LIGA BBVA,2014/2015,Atlético Madrid,38,78,23,9,6,67,29,38
Spain,Spain LIGA BBVA,2014/2015,Valencia CF,38,77,22,11,5,70,32,38
Spain,Spain LIGA BBVA,2014/2015,Sevilla FC,38,76,23,7,8,71,45,26
Spain,Spain LIGA BBVA,2014/2015,Villarreal CF,38,60,16,12,10,48,37,11
Spain,Spain LIGA BBVA,2014/2015,Athletic Club de Bilbao,38,55,15,10,13,42,41,1
Spain,Spain LIGA BBVA,2014/2015,RC Celta de Vigo,38,51,13,12,13,47,44,3
Spain,Spain LIGA BBVA,2014/2015,Málaga CF,38,50,14,8,16,42,48,-6
Spain,Spain LIGA BBVA,2014/2015,RCD Espanyol,38,49,13,10,15,47,51,-4
Spain,Spain LIGA BBVA,2014/2015,Rayo Vallecano,38,49,15,4,19,46,68,-22
Spain,Spain LIGA BBVA,2014/2015,Real Sociedad,38,46,11,13,14,44,51,-7
Spain,Spain LIGA BBVA,2014/2015,Elche CF,38,41,11,8,19,35,62,-27
Spain,Spain LIGA BBVA,2014/2015,Getafe CF,38,37,10,7,21,33,64,-31
Spain,Spain LIGA BBVA,2014/2015,Levante UD,38,37,9,10,19,34,67,-33
Spain,Spain LIGA BBVA,2014/2015,SD Eibar,38,35,9,8,21,34,55,-21
Spain,Spain LIGA BBVA,2014/2015,RC Deportivo de La Coruña,38,35,7,14,17,35,60,-25
Spain,Spain LIGA BBVA,2014/2015,Granada CF,38,35,7,14,17,29,64,-35
Spain,Spain LIGA BBVA,2014/2015,UD Almería,38,32,8,8,22,35,64,-29
Spain,Spain LIGA BBVA,2014/2015,Córdoba CF,38,20,3,11,24,22,68,-46
Spain,Spain LIGA BBVA,2013/2014,Atlético Madrid,38,90,28,6,4,77,26,51
Spain,Spain LIGA BBVA,2013/2014,FC Barcelona,38,87,27,6,5,100,33,67
Spain,Spain LIGA BBVA,2013/2014,Real Madrid CF,38,87,27,6,5,104,38,66
Spain,Spain LIGA BBVA,2013/2014,Athletic Club de Bilbao,38,70,20,10,8,66,39,27
Spain,Spain LIGA BBVA,2013/2014,Sevilla FC,38,63,18,9,11,69,52,17
Spain,Spain LIGA BBVA,2013/2014,Villarreal CF,38,59,17,8,13,60,44,16
Spain,Spain LIGA BBVA,2013/2014,Real Sociedad,38,59,16,11,11,62,55,7
Spain,Spain LIGA BBVA,2013/2014,Valencia CF,38,49,13,10,15,51,53,-2
Spain,Spain LIGA BBVA,2013/2014,RC Celta de Vigo,38,49,14,7,17,49,54,-5
Spain,Spain LIGA BBVA,2013/2014,Levante UD,38,48,12,12,14,35,43,-8
Spain,Spain LIGA BBVA,2013/2014,Málaga CF,38,45,12,9,17,39,46,-7
Spain,Spain LIGA BBVA,2013/2014,Rayo Vallecano,38,43,13,4,21,46,80,-34
Spain,Spain LIGA BBVA,2013/2014,RCD Espanyol,38,42,11,9,18,41,51,-10
Spain,Spain LIGA BBVA,2013/2014,Getafe CF,38,42,11,9,18,35,54,-19
Spain,Spain LIGA BBVA,2013/2014,Granada CF,38,41,12,5,21,32,56,-24
Spain,Spain LIGA BBVA,2013/2014,Elche CF,38,40,9,13,16,30,50,-20
Spain,Spain LIGA BBVA,2013/2014,UD Almería,38,40,11,7,20,43,71,-28
Spain,Spain LIGA BBVA,2013/2014,CA Osasuna,38,39,10,9,19,32,62,-30
Spain,Spain LIGA BBVA,2013/2014,Real Valladolid,38,36,7,15,16,38,60,-22
Spain,Spain LIGA BBVA,2013/2014,Real Betis Balompié,38,25,6,7,25,36,78,-42
Spain,Spain LIGA BBVA,2012/2013,FC Barcelona,38,100,32,4,2,115,40,75
Spain,Spain LIGA BBVA,2012/2013,Real Madrid CF,38,85,26,7,5,103,42,61
Spain,Spain LIGA BBVA,2012/2013,Atlético Madrid,38,76,23,7,8,65,31,34
Spain,Spain LIGA BBVA,2012/2013,Real Sociedad,38,66,18,12,8,70,49,21
Spain,Spain LIGA BBVA,2012/2013,Valencia CF,38,65,19,8,11,67,54,13
Spain,Spain LIGA BBVA,2012/2013,Málaga CF,38,57,16,9,13,53,50,3
Spain,Spain LIGA BBVA,2012/2013,Real Betis Balompié,38,56,16,8,14,57,56,1
Spain,Spain LIGA BBVA,2012/2013,Rayo Vallecano,38,53,16,5,17,50,66,-16
Spain,Spain LIGA BBVA,2012/2013,Sevilla FC,38,50,14,8,16,58,54,4
Spain,Spain LIGA BBVA,2012/2013,Getafe CF,38,47,13,8,17,43,57,-14
Spain,Spain LIGA BBVA,2012/2013,Levante UD,38,46,12,10,16,40,57,-17
Spain,Spain LIGA BBVA,2012/2013,Athletic Club de Bilbao,38,45,12,9,17,44,65,-21
Spain,Spain LIGA BBVA,2012/2013,RCD Espanyol,38,44,11,11,16,43,52,-9
Spain,Spain LIGA BBVA,2012/2013,Real Valladolid,38,43,11,10,17,49,58,-9
Spain,Spain LIGA BBVA,2012/2013,Granada CF,38,42,11,9,18,37,54,-17
Spain,Spain LIGA BBVA,2012/2013,CA Osasuna,38,39,10,9,19,33,50,-17
Spain,Spain LIGA BBVA,2012/2013,RC Celta de Vigo,38,37,10,7,21,37,52,-15
Spain,Spain LIGA BBVA,2012/2013,RCD Mallorca,38,36,9,9,20,43,72,-29
Spain,Spain LIGA BBVA,2012/2013,RC Deportivo de La Coruña,38,35,8,11,19,47,70,-23
Spain,Spain LIGA BBVA,2012/2013,Real Zaragoza,38,34,9,7,22,37,62,-25
Spain,Spain LIGA BBVA,2011/2012,Real Madrid CF,38,100,32,4,2,121,32,89
Spain,Spain LIGA BBVA,2011/2012,FC Barcelona,38,91,28,7,3,114,29,85
Spain,Spain LIGA BBVA,2011/2012,Valencia CF,38,61,17,10,11,59,44,15
Spain,Spain LIGA BBVA,2011/2012,Málaga CF,38,58,17,7,14,54,53,1
Spain,Spain LIGA BBVA,2011/2012,Atlético Madrid,38,56,15,11,12,53,46,7
Spain,Spain LIGA BBVA,2011/2012,Levante UD,38,55,16,7,15,54,50,4
Spain,Spain LIGA BBVA,2011/2012,CA Osasuna,38,54,13,15,10,44,61,-17
Spain,Spain LIGA BBVA,2011/2012,RCD Mallorca,38,52,14,10,14,42,46,-4
Spain,Spain LIGA BBVA,2011/2012,Sevilla FC,38,50,13,11,14,48,47,1
Spain,Spain LIGA BBVA,2011/2012,Athletic Club de Bilbao,38,49,12,13,13,49,52,-3
Spain,Spain LIGA BBVA,2011/2012,Real Sociedad,38,47,12,11,15,46,52,-6
Spain,Spain LIGA BBVA,2011/2012,Real Betis Balompié,38,47,13,8,17,47,56,-9
Spain,Spain LIGA BBVA,2011/2012,Getafe CF,38,47,12,11,15,40,51,-11
Spain,Spain LIGA BBVA,2011/2012,RCD Espanyol,38,46,12,10,16,46,56,-10
Spain,Spain LIGA BBVA,2011/2012,Rayo Vallecano,38,43,13,4,21,53,73,-20
Spain,Spain LIGA BBVA,2011/2012,Real Zaragoza,38,43,12,7,19,36,61,-25
Spain,Spain LIGA BBVA,2011/2012,Granada CF,38,42,12,6,20,35,56,-21
Spain,Spain LIGA BBVA,2011/2012,Villarreal CF,38,41,9,14,15,39,53,-14
Spain,Spain LIGA BBVA,2011/2012,Real Sporting de Gijón,38,37,10,7,21,42,69,-27
Spain,Spain LIGA BBVA,2011/2012,Racing Santander,38,27,4,15,19,28,63,-35
Spain,Spain LIGA BBVA,2010/2011,FC Barcelona,38,96,30,6,2,95,21,74
Spain,Spain LIGA BBVA,2010/2011,Real Madrid CF,38,92,29,5,4,102,33,69
Spain,Spain LIGA BBVA,2010/2011,Valencia CF,38,71,21,8,9,64,44,20
Spain,Spain LIGA BBVA,2010/2011,Villarreal CF,38,62,18,8,12,54,44,10
Spain,Spain LIGA BBVA,2010/2011,Atlético Madrid,38,58,17,7,14,62,53,9
Spain,Spain LIGA BBVA,2010/2011,Athletic Club de Bilbao,38,58,18,4,16,59,55,4
Spain,Spain LIGA BBVA,2010/2011,Sevilla FC,38,58,17,7,14,62,61,1
Spain,Spain LIGA BBVA,2010/2011,RCD Espanyol,38,49,15,4,19,46,55,-9
Spain,Spain LIGA BBVA,2010/2011,CA Osasuna,38,47,13,8,17,45,46,-1
Spain,Spain LIGA BBVA,2010/2011,Real Sporting de Gijón,38,47,11,14,13,35,42,-7
Spain,Spain LIGA BBVA,2010/2011,Málaga CF,38,46,13,7,18,54,68,-14
Spain,Spain LIGA BBVA,2010/2011,Racing Santander,38,46,12,10,16,41,56,-15
Spain,Spain LIGA BBVA,2010/2011,Levante UD,38,45,12,9,17,41,52,-11
Spain,Spain LIGA BBVA,2010/2011,Real Zaragoza,38,45,12,9,17,40,53,-13
Spain,Spain LIGA BBVA,2010/2011,Real Sociedad,38,45,14,3,21,49,66,-17
Spain,Spain LIGA BBVA,2010/2011,Getafe CF,38,44,12,8,18,49,60,-11
Spain,Spain LIGA BBVA,2010/2011,RCD Mallorca,38,44,12,8,18,41,56,-15
Spain,Spain LIGA BBVA,2010/2011,RC Deportivo de La Coruña,38,43,10,13,15,31,47,-16
Spain,Spain LIGA BBVA,2010/2011,Hércules Club de Fútbol,38,35,9,8,21,36,60,-24
Spain,Spain LIGA BBVA,2010/2011,UD Almería,38,30,6,12,20,36,70,-34
Spain,Spain LIGA BBVA,2009/2010,FC Barcelona,38,99,31,6,1,98,24,74
Spain,Spain LIGA BBVA,2009/2010,Real Madrid CF,38,96,31,3,4,102,35,67
Spain,Spain LIGA BBVA,2009/2010,Valencia CF,38,71,21,8,9,59,40,19
Spain,Spain LIGA BBVA,2009/2010,Sevilla FC,38,63,19,6,13,65,49,16
Spain,Spain LIGA BBVA,2009/2010,RCD Mallorca,38,62,18,8,12,59,44,15
Spain,Spain LIGA BBVA,2009/2010,Getafe CF,38,58,17,7,14,58,48,10
Spain,Spain LIGA BBVA,2009/2010,Villarreal CF,38,56,16,8,14,58,57,1
Spain,Spain LIGA BBVA,2009/2010,Athletic Club de Bilbao,38,54,15,9,14,50,53,-3
Spain,Spain LIGA BBVA,2009/2010,Atlético Madrid,38,47,13,8,17,57,61,-4
Spain,Spain LIGA BBVA,2009/2010,RC Deportivo de La Coruña,38,47,13,8,17,35,49,-14
Spain,Spain LIGA BBVA,2009/2010,RCD Espanyol,38,44,11,11,16,29,46,-17
Spain,Spain LIGA BBVA,2009/2010,CA Osasuna,38,43,11,10,17,37,46,-9
Spain,Spain LIGA BBVA,2009/2010,UD Almería,38,42,10,12,16,43,55,-12
Spain,Spain LIGA BBVA,2009/2010,Real Zaragoza,38,41,10,11,17,46,64,-18
Spain,Spain LIGA BBVA,2009/2010,Real Sporting de Gijón,38,40,9,13,16,36,51,-15
Spain,Spain LIGA BBVA,2009/2010,Racing Santander,38,39,9,12,17,42,59,-17
Spain,Spain LIGA BBVA,2009/2010,Málaga CF,38,37,7,16,15,42,48,-6
Spain,Spain LIGA BBVA,2009/2010,Real Valladolid,38,36,7,15,16,37,62,-25
Spain,Spain LIGA BBVA,2009/2010,CD Tenerife,38,36,9,9,20,40,74,-34
Spain,Spain LIGA BBVA,2009/2010,Xerez Club Deportivo,38,34,8,10,20,38,66,-28
Spain,Spain LIGA BBVA,2008/2009,FC Barcelona,38,87,27,6,5,105,35,70
Spain,Spain LIGA BBVA,2008/2009,Real Madrid CF,38,78,25,3,10,83,52,31
Spain,Spain LIGA BBVA,2008/2009,Sevilla FC,38,70,21,7,10,54,39,15
Spain,Spain LIGA BBVA,2008/2009,Atlético Madrid,38,67,20,7,11,80,57,23
Spain,Spain LIGA BBVA,2008/2009,Villarreal CF,38,65,18,11,9,61,54,7
Spain,Spain LIGA BBVA,2008/2009,Valencia CF,38,62,18,8,12,68,54,14
Spain,Spain LIGA BBVA,2008/2009,RC Deportivo de La Coruña,38,58,16,10,12,48,47,1
Spain,Spain LIGA BBVA,2008/2009,Málaga CF,38,55,15,10,13,55,59,-4
Spain,Spain LIGA BBVA,2008/2009,RCD Mallorca,38,51,14,9,15,53,60,-7
Spain,Spain LIGA BBVA,2008/2009,RCD Espanyol,38,47,12,11,15,46,49,-3
Spain,Spain LIGA BBVA,2008/2009,Racing Santander,38,46,12,10,16,49,48,1
Spain,Spain LIGA BBVA,2008/2009,UD Almería,38,46,13,7,18,45,61,-16
Spain,Spain LIGA BBVA,2008/2009,Athletic Club de Bilbao,38,44,12,8,18,47,62,-15
Spain,Spain LIGA BBVA,2008/2009,CA Osasuna,38,43,10,13,15,41,47,-6
Spain,Spain LIGA BBVA,2008/2009,Real Valladolid,38,43,12,7,19,46,58,-12
Spain,Spain LIGA BBVA,2008/2009,Real Sporting de Gijón,38,43,14,1,23,47,79,-32
Spain,Spain LIGA BBVA,2008/2009,Getafe CF,38,42,10,12,16,50,56,-6
Spain,Spain LIGA BBVA,2008/2009,Real Betis Balompié,38,42,10,12,16,51,58,-7
Spain,Spain LIGA BBVA,2008/2009,CD Numancia,38,35,10,5,23,38,69,-31
Spain,Spain LIGA BBVA,2008/2009,RC Recreativo,38,33,8,9,21,34,57,-23
Switzerland,Switzerland Super League,2015/2016,FC Basel,36,83,26,5,5,88,38,50
Switzerland,Switzerland Super League,2015/2016,BSC Young Boys,36,69,20,9,7,78,47,31
Switzerland,Switzerland Super League,2015/2016,FC Luzern,36,54,15,9,12,59,50,9
Switzerland,Switzerland Super League,2015/2016,Grasshopper Club Zürich,36,53,15,8,13,65,56,9
Switzerland,Switzerland Super League,2015/2016,FC Sion,36,50,14,8,14,52,49,3
Switzerland,Switzerland Super League,2015/2016,FC Thun,36,41,10,11,15,45,54,-9
Switzerland,Switzerland Super League,2015/2016,FC St. Gallen,36,38,10,8,18,41,66,-25
Switzerland,Switzerland Super League,2015/2016,FC Vaduz,36,36,7,15,14,44,60,-16
Switzerland,Switzerland Super League,2015/2016,Lugano,36,35,9,8,19,46,75,-29
Switzerland,Switzerland Super League,2015/2016,FC Zürich,36,34,7,13,16,48,71,-23
Switzerland,Switzerland Super League,2014/2015,FC Basel,36,78,24,6,6,84,41,43
Switzerland,Switzerland Super League,2014/2015,BSC Young Boys,36,66,19,9,8,64,45,19
Switzerland,Switzerland Super League,2014/2015,FC Zürich,36,53,15,8,13,55,48,7
Switzerland,Switzerland Super League,2014/2015,FC Thun,36,52,13,13,10,47,45,2
Switzerland,Switzerland Super League,2014/2015,FC Luzern,36,47,12,11,13,54,46,8
Switzerland,Switzerland Super League,2014/2015,FC St. Gallen,36,47,13,8,15,57,65,-8
Switzerland,Switzerland Super League,2014/2015,FC Sion,36,45,12,9,15,47,48,-1
Switzerland,Switzerland Super League,2014/2015,Grasshopper Club Zürich,36,43,11,10,15,50,56,-6
Switzerland,Switzerland Super League,2014/2015,FC Vaduz,36,31,7,10,19,28,59,-31
Switzerland,Switzerland Super League,2014/2015,FC Aarau,36,30,6,12,18,31,64,-33
Switzerland,Switzerland Super League,2013/2014,FC Basel,36,72,19,15,2,70,34,36
Switzerland,Switzerland Super League,2013/2014,Grasshopper Club Zürich,36,65,19,8,9,67,43,24
Switzerland,Switzerland Super League,2013/2014,BSC Young Boys,36,59,17,8,11,59,50,9
Switzerland,Switzerland Super League,2013/2014,FC Luzern,36,51,15,6,15,48,54,-6
Switzerland,Switzerland Super League,2013/2014,FC Zürich,36,50,14,8,14,51,52,-1
Switzerland,Switzerland Super League,2013/2014,FC Thun,36,48,13,9,14,57,53,4
Switzerland,Switzerland Super League,2013/2014,FC St. Gallen,36,45,11,12,13,37,47,-10
Switzerland,Switzerland Super League,2013/2014,FC Sion,36,43,12,7,17,38,45,-7
Switzerland,Switzerland Super League,2013/2014,FC Aarau,36,42,12,6,18,55,71,-16
Switzerland,Switzerland Super League,2013/2014,FC Lausanne-Sports,36,24,7,3,26,38,71,-33
Switzerland,Switzerland Super League,2012/2013,FC Basel,36,72,21,9,6,61,31,30
Switzerland,Switzerland Super League,2012/2013,Grasshopper Club Zürich,36,69,20,9,7,48,32,16
Switzerland,Switzerland Super League,2012/2013,FC St. Gallen,36,59,17,8,11,54,36,18
Switzerland,Switzerland Super League,2012/2013,FC Zürich,36,55,16,7,13,62,48,14
Switzerland,Switzerland Super League,2012/2013,FC Thun,36,48,13,9,14,44,46,-2
Switzerland,Switzerland Super League,2012/2013,FC Sion,36,48,13,9,14,40,54,-14
Switzerland,Switzerland Super League,2012/2013,BSC Young Boys,36,43,11,10,15,48,50,-2
Switzerland,Switzerland Super League,2012/2013,FC Luzern,36,42,10,12,14,41,52,-11
Switzerland,Switzerland Super League,2012/2013,FC Lausanne-Sports,36,33,8,9,19,32,51,-19
Switzerland,Switzerland Super League,2012/2013,Servette FC,36,26,6,8,22,32,62,-30
Switzerland,Switzerland Super League,2011/2012,FC Basel,34,74,22,8,4,78,33,45
Switzerland,Switzerland Super League,2011/2012,FC Luzern,34,54,14,12,8,46,32,14
Switzerland,Switzerland Super League,2011/2012,FC Sion,34,53,15,8,11,40,35,5
Switzerland,Switzerland Super League,2011/2012,BSC Young Boys,34,51,13,12,9,52,38,14
Switzerland,Switzerland Super League,2011/2012,Servette FC,34,48,14,6,14,45,53,-8
Switzerland,Switzerland Super League,2011/2012,FC Thun,34,43,11,10,13,38,41,-3
Switzerland,Switzerland Super League,2011/2012,FC Zürich,34,41,11,8,15,43,44,-1
Switzerland,Switzerland Super League,2011/2012,FC Lausanne-Sports,34,30,8,6,20,29,61,-32
Switzerland,Switzerland Super League,2011/2012,Neuchâtel Xamax,18,26,7,5,6,22,22,0
Switzerland,Switzerland Super League,2011/2012,Grasshopper Club Zürich,34,26,7,5,22,32,66,-34
Switzerland,Switzerland Super League,2010/2011,FC Basel,36,73,21,10,5,76,44,32
Switzerland,Switzerland Super League,2010/2011,FC Zürich,36,72,21,9,6,74,44,30
Switzerland,Switzerland Super League,2010/2011,BSC Young Boys,36,57,15,12,9,65,50,15
Switzerland,Switzerland Super League,2010/2011,FC Sion,36,54,15,9,12,47,36,11
Switzerland,Switzerland Super League,2010/2011,FC Thun,36,49,11,16,9,48,43,5
Switzerland,Switzerland Super League,2010/2011,FC Luzern,36,48,13,9,14,62,57,5
Switzerland,Switzerland Super League,2010/2011,Grasshopper Club Zürich,36,41,10,11,15,45,54,-9
Switzerland,Switzerland Super League,2010/2011,Neuchâtel Xamax,36,32,8,8,20,44,67,-23
Switzerland,Switzerland Super League,2010/2011,AC Bellinzona,36,32,7,11,18,42,75,-33
Switzerland,Switzerland Super League,2010/2011,FC St. Gallen,36,31,8,7,21,34,67,-33
Switzerland,Switzerland Super League,2009/2010,FC Basel,36,80,25,5,6,90,46,44
Switzerland,Switzerland Super League,2009/2010,BSC Young Boys,36,77,25,2,9,78,47,31
Switzerland,Switzerland Super League,2009/2010,Grasshopper Club Zürich,36,65,21,2,13,65,43,22
Switzerland,Switzerland Super League,2009/2010,FC Luzern,36,58,17,7,12,66,55,11
Switzerland,Switzerland Super League,2009/2010,FC Sion,36,51,14,9,13,63,57,6
Switzerland,Switzerland Super League,2009/2010,FC St. Gallen,36,46,13,7,16,53,56,-3
Switzerland,Switzerland Super League,2009/2010,FC Zürich,36,45,12,9,15,55,58,-3
Switzerland,Switzerland Super League,2009/2010,Neuchâtel Xamax,36,41,11,8,17,55,57,-2
Switzerland,Switzerland Super League,2009/2010,AC Bellinzona,36,25,7,4,25,42,92,-50
Switzerland,Switzerland Super League,2009/2010,FC Aarau,36,23,6,5,25,32,88,-56
Switzerland,Switzerland Super League,2008/2009,FC Zürich,36,79,24,7,5,80,36,44
Switzerland,Switzerland Super League,2008/2009,BSC Young Boys,36,73,22,7,7,85,46,39
Switzerland,Switzerland Super League,2008/2009,FC Basel,36,72,22,6,8,72,44,28
Switzerland,Switzerland Super League,2008/2009,Grasshopper Club Zürich,36,50,12,14,10,57,48,9
Switzerland,Switzerland Super League,2008/2009,FC Aarau,36,44,11,11,14,35,51,-16
Switzerland,Switzerland Super League,2008/2009,AC Bellinzona,36,43,11,10,15,44,51,-7
Switzerland,Switzerland Super League,2008/2009,Neuchâtel Xamax,36,40,10,10,16,50,57,-7
Switzerland,Switzerland Super League,2008/2009,FC Sion,36,37,9,10,17,44,60,-16
Switzerland,Switzerland Super League,2008/2009,FC Luzern,36,35,9,8,19,45,62,-17
Switzerland,Switzerland Super League,2008/2009,FC Vaduz,36,22,5,7,24,28,85,-57
